sent,source,effective,expires,senderName,headline,description,instruction,web,alert_title,severity_level,alert_disease,areaDesc,areaDesc_EN,circle,ISO3166,areaDetail,ISO3166_2
"2019-06-17T08:44:41+08:00","CDC","2019-06-17T08:44:41+08:00","2019-09-17T08:44:41+08:00","疾病管制署","美國-沙門氏菌","美國CDC公布5/16-6/13新增20州227例；該國今年截至6/13累計41州279例，無死亡病例，發病期間為今年1/1-5/24。近8成(118/153)受訪病例表示曾接觸雛雞或小鴨。病例分佈以俄亥俄州32例為最多，其次為田納西州與德州(皆為26例)。俄亥俄州採集樣本中已發現Salmonella菌株，其它州之樣本檢測中。該國去年因接觸活禽而感染之病例逾334例，其中56人住院。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=M1TIJWKFoDBEk5hMRLxmmA","國際重要疫情資訊","","沙門氏菌感染症","美國","USA","38.82,-100.54","US","",""
"2019-06-17T08:37:11+08:00","CDC","2019-06-17T08:37:11+08:00","2019-09-17T08:37:11+08:00","疾病管制署","南韓-A型肝炎","南韓疫情自年初以來持續上升，第23週(5/5-6/8)新增報告523例，今年截至第23週累計報告6,800餘例，高於2014-2018年各年總數；近4週病例分布仍以京畿道500餘例為多，其次為首爾305例及大田214例。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=TxY6XDyaI7SE69lszNJy5g","國際重要疫情資訊","","急性病毒性A型肝炎","韓國","Korea(South Korea)","36.49,127.88","KR","",""
"2019-06-17T08:35:53+08:00","CDC","2019-06-17T08:35:53+08:00","2019-09-17T08:35:53+08:00","疾病管制署","全球-流感","WHO於6/10更新全球疫情，北半球地區整體活動度低，南半球溫帶地區流感活動度增加，澳洲、紐西蘭、南非及智利流感季較往年提早開始。依5/13-5/26監測資料顯示，全球病毒型別仍以A型(60%)為主要流行株，並以A(H3N2)為多，另B型(40%)主要為B(Victoria)佔97%。南半球地區中，澳洲病毒檢測量高於近年同期並以H3N2為主，紐西蘭為H3N2及B(Victoria)共同流行，南非流感活動度持續增加並以H3N2為主，南美洲則以H1N1為主，其中智利活動度明顯上升。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=FrqGrGe8OyifGrJXk5ZrsA","國際重要疫情資訊","","流感併發重症","","","","","",""
"2019-06-17T08:33:34+08:00","CDC","2019-06-17T08:33:34+08:00","2019-09-17T08:33:34+08:00","疾病管制署","剛果民主共和國-伊波拉病毒感染","剛果民主共和國近一週新增87例，2018/5/11-2019/6/14累計2,134例(2,040例確診、94例極可能)，其中1,427人死亡，另有116例為醫護人員，其中38例死亡；自2018/8/8起累計134,671人接種實驗性疫苗(rVSV-ZEBOV)。WHO表示近5週發病率總體下降，惟少數疫情熱點傳播仍持續，另院內感染持續、檢測及隔離不及時、局勢不安定、邊境漏洞及高人口流動率等因素，皆增加傳播風險，評估該國國內及區域傳播風險為非常高、國際為低。","對當地採取加強防護","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=wTsK1vkV5ZChhbHLoZpBIg","國際重要疫情資訊","第二級:警示(Alert)","伊波拉病毒感染","剛果民主共和國","Congo,Democratic Republic of the","-3.07,24.52","CD","",""
"2019-06-17T08:27:31+08:00","CDC","2019-06-17T08:27:31+08:00","2019-09-17T08:27:31+08:00","疾病管制署","烏干達-伊波拉病毒感染","烏干達6/11-6/13累計3例確診，為同一家人，其中2人死亡，另有4名疑似病例及98名接觸者密切監測中。由於此為剛果民主共和國境外移入、病例為同一家庭聚集且係高暴露於同1確診個案、烏干達有良好防疫經驗、快速檢測及受影響地區有限，WHO評估該國國內傳播風險為中、區域及國際為低。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=-s0I3XvXQKUksW1fFa3umA","國際重要疫情資訊","","伊波拉病毒感染","烏干達","Uganda","1.51,32.16","UG","",""
"2019-06-14T08:41:37+08:00","CDC","2019-06-14T08:41:37+08:00","2019-09-14T08:41:37+08:00","疾病管制署","秘魯-格林-巴利症候群(GBS)","秘魯首都利馬(Lima)與部分地區累計報告逾100例，其中3例死亡，當局表示此波疫情不同以往，且出現非典型症狀，預估今年病例數將達300例，已宣佈緊急衛生狀態並增加相關治療預算。該病經常於流感與支氣管感染病例增加時流行，某些患者於腹瀉或呼吸道感染後幾週會出現GBS症狀；當局呼籲應做好手部衛生，並及時治療呼吸道疾病。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=ebG7tRK69peB0nTuJZPZEA","國際重要疫情資訊","","","秘魯","Peru","-8.75,-74.61","PE","",""
"2019-06-14T08:38:45+08:00","CDC","2019-06-14T08:38:45+08:00","2019-09-14T08:38:45+08:00","疾病管制署","美國-A型肝炎","美國自2016年發生疫情，截至2019/6/7累計22州近2萬例，其中逾1萬例須住院治療，189例死亡；病例以肯塔基州為最多，累計近4,700例，58例死亡，近5成需住院治療，其次為俄亥俄州，累計近3,000例，10例死亡，6成需住院治療。另加州及猶他州已宣布疫情結束。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=L5mWdjt2TSxtmPPAFpQiZw","國際重要疫情資訊","","急性病毒性A型肝炎","美國","USA","38.82,-100.54","US","",""
"2019-06-14T08:37:06+08:00","CDC","2019-06-14T08:37:06+08:00","2019-09-14T08:37:06+08:00","疾病管制署","烏干達-伊波拉病毒感染","烏干達6/11-6/12累計3例確診，為同一家人，其中1人死亡，另有8名接觸者密切監測中。WHO將於6/14召開剛果民主共和國及烏干達伊波拉病毒感染緊急會議，檢視疫情現況、是否符合PHEIC條件及臨時建議等。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=VWHY7aY6McVLVAZ0szSuIQ","國際重要疫情資訊","","伊波拉病毒感染","剛果民主共和國,烏干達","Congo,Democratic Republic of the,Uganda","-3.07,24.52","CD,UG","",""
"2019-06-14T08:33:38+08:00","CDC","2019-06-14T08:33:38+08:00","2019-09-14T08:33:38+08:00","疾病管制署","剛果民主共和國-麻疹","剛果民主共和國衛生部於6/10宣布疫情爆發；自今年年初以來，累計23省(全國26省)87,000例疑似病例，其中677例確診，另逾1,500例死亡，評估致死率達1.8%，為該國自2012年以來最大疫情。部分地區因不安全局勢、人口流動度高及伊波拉疫情等因素，使疫苗接種推動不易。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=IaVBbhS6GsNd-s68wzT6QQ","國際重要疫情資訊","第一級:注意(Watch)","麻疹","剛果民主共和國","Congo,Democratic Republic of the","-3.07,24.52","CD","",""
"2019-06-13T08:43:56+08:00","CDC","2019-06-13T08:43:56+08:00","2019-09-13T08:43:56+08:00","疾病管制署","美國-波瓦尚病毒","美國紐澤西州蘇塞克斯郡(Sussex)於6/8公布2例確診，其中1例曾被蜱叮咬，於2週後發病，已於5月死亡，另1例康復中。該州於2013-2015年間每年各有1例，2017年累計4例；該國於2008-2017年累計125例確診，其中9例死亡。目前針對該病尚無疫苗及治療藥物，致死率約10%。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=g62S2EY8chcMtEw-iIxCkQ","國際重要疫情資訊","","","美國","USA","38.82,-100.54","US","",""
"2019-06-13T08:35:31+08:00","CDC","2019-06-13T08:35:31+08:00","2019-09-13T08:35:31+08:00","疾病管制署","美國-狂犬病","美國佛羅里達州奧西歐拉郡於6/7針對基南斯維爾(Kenansville)區發出警報，該地區1隻浣熊檢測陽性。該國近年每年報告1-3例個案及約5,000隻動物感染。1960-2018年共報告125例個案，其中25%為國外旅遊期間遭犬隻咬傷，國內感染個案中，70%歸因於蝙蝠。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=BpOd_FfaIa0OEQedjK6lMQ","國際重要疫情資訊","","狂犬病","美國","USA","38.82,-100.54","US","",""
"2019-06-13T08:33:46+08:00","CDC","2019-06-13T08:33:46+08:00","2019-09-13T08:33:46+08:00","疾病管制署","墨西哥-水痘","墨西哥西北部墨西加利市(Mexicali)移民收容所累計51例，病患主要為中美洲移民，該機構已向政府提出配發疫苗需求，當局將針對未接種青少年提供1,000劑疫苗。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=Ht7sLNmrTiqCGNZLEfzt-A","國際重要疫情資訊","","水痘併發症","墨西哥","Mexico","24.04,-103.35","MX","",""
"2019-06-13T08:27:34+08:00","CDC","2019-06-13T08:27:34+08:00","2019-09-13T08:27:34+08:00","疾病管制署","烏干達-伊波拉病毒感染","烏干達於6/11確診首例，個案為5歲男童，陪同家人至剛果民主共和國探親，於6/10通過烏干達邊境檢查哨(Bwera Border)入境後，因不適就醫，即被研判感染並隔離治療中，5名同行家人亦隔離監測中，其中2人有症狀。男童母親曾於DRC照顧因感染伊波拉死亡之親人。WHO已派遣應變小組進行接觸者調查，並表示烏干達過去曾有相關疫情防治經驗，且為因應可能自DRC輸入病例，先前已完成醫療機構及衛生工作人員之相關整備及培訓。當局亦已展開社區衛教、疫苗接種等作為。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=e75WugB9rm5pOZ_FhNZFWA","國際重要疫情資訊","","伊波拉病毒感染","烏干達","Uganda","1.51,32.16","UG","",""
"2019-06-12T08:38:17+08:00","CDC","2019-06-12T08:38:17+08:00","2019-09-12T08:38:17+08:00","疾病管制署","蒲隆地-瘧疾","蒲隆地共和國疫情自今年起持續上升，第18週(4/29-5/5)新增病例數(17萬餘例)超過流行閾值後，病例數持續上升，今年截至第21週(5/20-5/26)累計報告320萬餘例，其中1,200餘例死亡，病例數高於去年同期(210萬餘例，約1,000例死亡)。該疫情可能與長效殺蟲蚊帳使用率低於5成、人口流動增加使免疫力下降，以及氣候變遷等因素有關。另該國近年最嚴重疫情為2017年病例數超過600萬例，其中2,700餘例死亡。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=33Gd9IFgVx6t-cXUSCS06Q","國際重要疫情資訊","","瘧疾","蒲隆地","Burundi","-3.30,29.89","BI","",""
"2019-06-12T08:36:26+08:00","CDC","2019-06-12T08:36:26+08:00","2019-09-12T08:36:26+08:00","疾病管制署","烏干達-裂谷熱","烏干達於5/31報告今年首例死亡個案，為45歲農夫，於5/30出現症狀並於6/2確診。當局已於受影響區域針對人及動物加強進行監測。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=Tcz4hTaXp_1YgWOp4xA4Ew","國際重要疫情資訊","","裂谷熱","烏干達","Uganda","1.51,32.16","UG","",""
"2019-06-12T08:33:43+08:00","CDC","2019-06-12T08:33:43+08:00","2019-09-12T08:33:43+08:00","疾病管制署","日本-腸病毒","日本疫情連續5週上升，第22週(5/27-6/2)新增定醫報告約6,200例，較上週病例數(約4,900例)增加，今年至6/2累計約2萬7千例，病例主要集中大阪府(3,947例)，該府近一週就診人數即逾900例，其次為鹿兒島縣(2,967例)，當局呼籲家長及幼兒照護者應落實手部衛生，妥善處理幼兒用品。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=OMxYXUrZii1NwFqNgKkFhw","國際重要疫情資訊","","腸病毒感染併發重症","日本","Japan","34.30,138.51","JP","",""
"2019-06-12T08:31:37+08:00","CDC","2019-06-12T08:31:37+08:00","2019-09-12T08:31:37+08:00","疾病管制署","烏克蘭-麻疹","烏克蘭近期疫情趨緩，近一週(5/31-6/6)新增約1,100例；今年至6/6累計逾53,000例，其中18例死亡，逾5成為兒童，惟病例數已與去年總數相當(約54,000例)，近4週病例數主要分布於哈爾柯夫(Kharkiv)及基輔(Kiev)等地區。該國疫情自2017年夏季迄今累計逾11萬人，其中39人死亡。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=Qwosk3BV-etmSnvNYfMRVA","國際重要疫情資訊","第一級:注意(Watch)","麻疹","烏克蘭","Ukraine","48.57,31.28","UA","",""
"2019-06-12T08:29:25+08:00","CDC","2019-06-12T08:29:25+08:00","2019-09-12T08:29:25+08:00","疾病管制署","日本-麻疹","日本近期疫情持續，第22週(5/27-6/2)新增報告24例，較前兩週為低(29-38例)；今年累計報告590例，為2009年以來同期最高；近4週病例以神奈川縣37例為多，其次為東京都28例，逾5成為20-39歲。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=tDTnwvwBLj2fjno9r73SDQ","國際重要疫情資訊","第一級:注意(Watch)","麻疹","日本","Japan","34.30,138.51","JP","",""
"2019-06-12T08:27:43+08:00","CDC","2019-06-12T08:27:43+08:00","2019-09-12T08:27:43+08:00","疾病管制署","越南-麻疹","越南胡志明市疫情持續，5月新增報告718例，今年截至5月累積近4,900例，高於去年同期(7例)。另河內市疫情持續下降，近一週(6/3-6/9)新增報告42例，今年截至6/9累計報告逾1,400例，高於去年同期。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=Xa2gLoifLuJ5Nk3RwdPN9A","國際重要疫情資訊","第一級:注意(Watch)","麻疹","越南","Vietnam","14.68,108.10","VN","",""
"2019-06-12T08:25:53+08:00","CDC","2019-06-12T08:25:53+08:00","2019-09-12T08:25:53+08:00","疾病管制署","紐西蘭-麻疹","紐西蘭衛生部公布，6/1-6/7新增24例，為今年單週新增病例數最高，今年截至6/7累計195例確診，其中43%病患須住院治療，為往年的4倍，流行病毒中共有6種基因型。此外，超過一半的行政區傳出疫情(12/20區)。另奧克蘭於6/10公布，該區今年截至6/10累計100例確診，住院比例高達50%。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=84bV321rNakTWMZB84W4-w","國際重要疫情資訊","","麻疹","紐西蘭","New Zealand","-42.22,172.17","NZ","",""
"2019-06-11T08:36:11+08:00","CDC","2019-06-11T08:36:11+08:00","2019-09-11T08:36:11+08:00","疾病管制署","印度-不明原因腦炎","據報導，印度比哈爾邦(Bihar)近幾週累計23名兒童因急性腦炎症候群(AES)死亡，其中至少2例確診為日本腦炎，死亡病例分布以穆札法爾布爾地區(Muzaffarpur)14例為多，另有數十名兒童住院中；目前致病原尚未確定。AES在穆札法爾布爾地區常於夏季發生，主要罹病族群為15歲以下貧困家庭的兒童，惟當局長期未針對該疾病進行調查及防治。該地區去年同期累計至少35例AES，6例死亡。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=5u7iDeJvEtaUWbTzX5CGOw","國際重要疫情資訊","","","印度","India","22.99,79.80","IN","",""
"2019-06-11T08:32:35+08:00","CDC","2019-06-11T08:32:35+08:00","2019-09-11T08:32:35+08:00","疾病管制署","日本-梅毒","日本疫情連續3週上升，5/20-5/26新增78例，今年至5/26累計近2,500例，逾25%病例集中於東京都(639例)，其次為大阪(425例)。該國過去兩年累計皆逾5,000例，其中，2018年累積近7,000例，為自1970年來最高。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=mht0DOFpNafka5LIw7TkTw","國際重要疫情資訊","","梅毒","日本","Japan","34.30,138.51","JP","",""
"2019-06-11T08:29:57+08:00","CDC","2019-06-11T08:29:57+08:00","2019-09-11T08:29:57+08:00","疾病管制署","馬爾地夫-屈公病","馬爾地夫疫情自今年初持續上升，5月新增報告328例，高於1-4月每月病例數(74、179、279及311例)，今年截至6/6累計報告近1,200例。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=sFOLYNsgrJFmRzP64pCjAw","國際重要疫情資訊","","屈公病","馬爾地夫","Maldives","-0.65,72.64","MV","",""
"2019-06-11T08:26:48+08:00","CDC","2019-06-11T08:26:48+08:00","2019-09-11T08:26:48+08:00","疾病管制署","法屬留尼旺島-登革熱","法國衛生部公布留尼旺島5/20-5/26新增900例；自4月下旬達流行高峰(每週均增逾1,300例)後，新增病例數出現下降趨勢，惟島上各區仍有病例傳出，仍存在傳播風險。該島自2018年疫情爆發以來，已累計報告逾63,000例疑似，其中15人死亡；今年迄今累計報告逾14,000例，平均每週新增1,000例確診。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=RMhJeHET98QjqBk1NSFUxQ","國際重要疫情資訊","","登革熱","法屬留尼旺島","Réunion","-21.11,55.55","RE","",""
"2019-06-10T08:50:51+08:00","CDC","2019-06-10T08:50:51+08:00","2019-09-10T08:50:51+08:00","疾病管制署","伊朗-克里米亞-剛果出血熱","伊朗自今年3/21以來累積12例確診，其中2人死亡，發病率雖為去年同期一半，惟當局評估隨著氣溫升高，將有更多病例發生，並提醒於屠宰場工作、飼養家畜及居住於農村者為高危險群，另肉類應充分烹煮。該國每年報告約100-150例。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=tmQ0EGIv6wVxr1yI041iJQ","國際重要疫情資訊","","","伊朗","Iran","32.54,54.31","IR","",""
"2019-06-10T08:49:38+08:00","CDC","2019-06-10T08:49:38+08:00","2019-09-10T08:49:38+08:00","疾病管制署","全球-性病","WHO於6/6指出，自2012年起，滴蟲性陰道炎、披衣菌感染症、淋病及梅毒之新發生及現有病例感染率均無下降趨勢；2016年全球15-49歲族群累計滴蟲性陰道炎1.56億例、披衣菌感染症1.27億例、淋病8,700萬例及梅毒630萬例，平均每25人即有1人感染上述1種或1種以上疾病。另2016年僅梅毒即造成20萬例死產及新生兒死亡，為全球嬰兒主要死因之一。WHO呼籲加強性教育並應採取安全性行為。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=laVcMDkWYj5idO-esTdpDQ","國際重要疫情資訊","","梅毒,淋病","","","","","",""
"2019-06-10T08:47:33+08:00","CDC","2019-06-10T08:47:33+08:00","2019-09-10T08:47:33+08:00","疾病管制署","義大利-NDM腸道菌感染症","義大利托斯卡尼區(Tuscany)疫情持續，2018/11-2019/5/23累計350例帶菌者，其來源可分為：242例胃腸道、50例血液、43例尿液及15例呼吸道；菌株培養後發現，對氨基糖苷類(aminoglycosides)具抗藥性，惟仍對fosfomycin及colistin敏感。該地區自2010年始為KPC腸道菌的流行區，當時NDM多屬境外移入之零星病例，自2017年起出現無旅遊史之NDM感染個案。ECDC表示歐洲其他國家主要仍為院內感染，評估此次疫情造成義大利國內傳播風險為高，傳播至其它歐盟國家風險為中。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=gBRbxuLCDrjBg2g_LpdjKg","國際重要疫情資訊","","NDM-1腸道菌感染症","義大利","Italy","43.06,12.12","IT","",""
"2019-06-10T08:41:04+08:00","CDC","2019-06-10T08:41:04+08:00","2019-09-10T08:41:04+08:00","疾病管制署","俄羅斯-漢他病毒出血熱","俄羅斯西南部薩拉托夫地區(Saratov)自今年初疫情即高於去年同期，並自5/20起顯著增加，今年截至6/3累計報告567例，其中348例確診。於5月報告之65例個案，6成曾前往該區之國家公園(Kumysnaya Polyana)。目前尚未確認感染源，惟經調查，今年該地區小型哺乳類數目亦增加。HFRS為該國常見疾病，2017-2018年分別報告約8,300及5,900例，其中，9成5病例由普馬拉病毒(Puumala)所致。俄羅斯每2-3年會發生漢他病毒感染流行，另普馬拉病毒不會人傳人，評估造成國際間傳播風險為低。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=YhvnS-Gkx24jEzwEv_dpDA","國際重要疫情資訊","","漢他病毒症候群","俄羅斯","Russian Federation","59.53,94.57","RU","",""
"2019-06-10T08:38:52+08:00","CDC","2019-06-10T08:38:52+08:00","2019-09-10T08:38:52+08:00","疾病管制署","斯里蘭卡-登革熱","斯里蘭卡今年截至5/31累計近2萬例，其中28例死亡；病例分布以首都可倫坡(Colombo)逾4,200例為多，其次為加姆珀哈(Gampaha)逾2,500例及賈夫納(Jaffna)近2,000例。該國2018年累計逾51,000例，其中50例死亡。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=qifqVSrjGlOYPlouUBEkmw","國際重要疫情資訊","第一級:注意(Watch)","登革熱","斯里蘭卡","Sri Lanka","7.63,80.68","LK","",""
"2019-06-10T08:37:46+08:00","CDC","2019-06-10T08:37:46+08:00","2019-09-10T08:37:46+08:00","疾病管制署","菲律賓-登革熱","菲律賓疫情明顯上升，該國今年截至5/18累計約77,000例，其中328例死亡，高於去年同期(約41,000例、220例死亡)。該國疫情自去年年中開始延續至今，當局已加強對民眾衛教及鼓勵加入防治。目前該國已進入雨季，增加感染風險。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=rpT7sIFirCu_XV-t9Hc2Jg","國際重要疫情資訊","第一級:注意(Watch)","登革熱","菲律賓","Philippines","12.42,122.82","PH","",""
"2019-06-10T08:35:43+08:00","CDC","2019-06-10T08:35:43+08:00","2019-09-10T08:35:43+08:00","疾病管制署","泰國-登革熱","泰國疫情明顯上升且處高峰，第21週(5/28-6/4)新增報告2,800餘例，高於上週1,400餘例，今年截至第21週累計報告逾26,000例(41例死亡)，高於2016-2018年同期；病例分布以中部為多，其次為東北及南部地區。目前該國有4型別病毒流行且5月下旬進入雨季，增加感染風險。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=BFRdQRIA0sNgFffbfTWZRg","國際重要疫情資訊","第一級:注意(Watch)","登革熱","泰國","Thailand","15.02,101.51","TH","",""
"2019-06-10T08:29:21+08:00","CDC","2019-06-10T08:29:21+08:00","2019-09-10T08:29:21+08:00","疾病管制署","剛果民主共和國-伊波拉病毒感染","剛果民主共和國近一週新增65例，2018/5/11-2019/6/7累計2,047例(1,953例確診、94例極可能)，其中1,381人死亡，另有110例為醫護人員，其中37例死亡；自2018/8/8起累計131,267人接種實驗性疫苗(rVSV-ZEBOV)。WHO指出近期疫情趨緩，近2週累計確診88例，低於4月每週平均126例之高峰期，且經接觸者追蹤發現之個案比例增加，院內感染比例則下降；另部分地區疫情雖緩降，惟馬巴拉科(Mabalako)及布滕博(Butembo)確診數增加，WHO於6/6評估維持該國國內及區域傳播風險為非常高，國際為低。","對當地採取加強防護","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=lUi4GxpWieIDeQf6jLoT1g","國際重要疫情資訊","第二級:警示(Alert)","伊波拉病毒感染","剛果民主共和國","Congo,Democratic Republic of the","-3.07,24.52","CD","",""
"2019-06-06T08:28:59+08:00","CDC","2019-06-06T08:28:59+08:00","2019-09-06T08:28:59+08:00","疾病管制署","斐濟-不明原因死亡","據報導，美國德州一對年輕夫婦5/22至斐濟旅遊，預計返國前一天發病，數天內於當地死亡，初步調查疑似為病毒感染，當局及美國CDC合力調查感染源中。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=E_6KecN-XdUwm3MUAa3wYA","國際重要疫情資訊","","","斐濟","Republic of Fiji","-17.79,177.89","FJ","",""
"2019-06-06T08:27:02+08:00","CDC","2019-06-06T08:27:02+08:00","2019-09-06T08:27:02+08:00","疾病管制署","瑞士-Q熱","瑞士今年截至5/19累計報告40例，2018及2017年總數分別為53及39例；病例分布以該國南部提契諾州(Ticino)約20例為多。當局下令對暴露動物進行疫苗接種，並禁止動物運輸到其他農場。建立動物處理的良好衛生規範，及飲用經巴斯德消毒處理的牛奶。上次疫情爆發為1983年逾400人感染。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=H2dWRYNCU0nlMY1fcnMlrQ","國際重要疫情資訊","","Q熱","瑞士","Switzerland","46.40,8.15","CH","",""
"2019-06-06T08:24:57+08:00","CDC","2019-06-06T08:24:57+08:00","2019-09-06T08:24:57+08:00","疾病管制署","巴基斯坦-登革熱","巴基斯坦疫情上升，東南部信德省(Sindh)今年已累計602例，並以該省喀拉蚩(Karachi)565例(2例死亡)為多；首都伊斯蘭馬巴德與鄰近之拉瓦爾品第(Rawalpindi)今年已累計約450例，西部巴魯支斯坦省(Balochistan)截至4月中旬累計報告逾500例。該國去年總數報告3,200餘例。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=p0mcufRh3hNa22yEcnCWIg","國際重要疫情資訊","","登革熱","巴基斯坦","Pakistan","29.95,69.47","PK","",""
"2019-06-06T08:23:10+08:00","CDC","2019-06-06T08:23:10+08:00","2019-09-06T08:23:10+08:00","疾病管制署","印度-立百病毒感染症","印度喀拉拉邦(Kerala)6/4公布新增1例確診，23歲男性，住院中，狀況穩定，感染源調查中；另監測86例接觸者，包含2名曾照護個案且有發燒症狀之護士。目前疫情仍限於當地，對歐洲地區風險為非常低，惟仍提醒遊客至當地應避免接觸豬隻與蝙蝠及生飲椰棗汁。去年於該邦發生該國第3次疫情，累計17例死亡，與受感染果蝠有關。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=A4KJaY2FoJzvRw_8D2cF4Q","國際重要疫情資訊","","立百病毒感染症","印度","India","22.99,79.80","IN","",""
"2019-06-05T08:45:42+08:00","CDC","2019-06-05T08:45:42+08:00","2019-09-05T08:45:42+08:00","疾病管制署","賴索托-炭疽病","賴索托首都馬賽魯(Maseru)郊區可能爆發疫情，自5/14有動物異常死亡，於5/15-5/23調查暴露黃牛屍體的72人，有20人出現症狀，其中1人檢出芽孢桿菌屬；另5/18宣布動物爆發疫情，28隻黃牛死亡，其中2隻檢出炭疽桿菌。當局已加強主動監測以及早發現病例，並於6/3開始針對動物進行大規模疫苗接種。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=MzSKQzK3HAAMwURUDnjgOw","國際重要疫情資訊","","炭疽病","賴索托","Lesotho","-29.59,28.22","LS","",""
"2019-06-05T08:43:24+08:00","CDC","2019-06-05T08:43:24+08:00","2019-09-05T08:43:24+08:00","疾病管制署","泰國-屈公病","近期有14名新加坡師生於泰國中部拉差汶里府(Ratchaburi)服務學習時受到感染。泰國疫情自2018/11上升持續迄今，於今年第10週(3/11-3/18)下降後，近2個月每週仍持續有數十至百例病例，今年截至第20週(5/21-5/26)累計報告23府3,500餘例，高於去年同期(30例)。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=uiYUhj2tWUByALNEb5hzxA","國際重要疫情資訊","","屈公病","泰國","Thailand","15.02,101.51","TH","",""
